"start per day","Measurement station",Compound,"Rel. peak area","Max. peak area",Detections,Matrices
"2018-05-01","rhein_ko_l",Candesartan,"0.104","0.104",1,1
"2018-05-02","rhein_ko_l",Candesartan,"0.096","0.096",1,1
"2018-05-03","rhein_ko_l",Candesartan,"0.098","0.098",1,1
"2018-05-04","rhein_ko_l",Candesartan,"0.1","0.1",1,1
"2018-05-05","rhein_ko_l",Candesartan,"0.093","0.093",1,1
"2018-05-06","rhein_ko_l",Candesartan,"0.108","0.108",1,1
"2018-05-07","rhein_ko_l",Candesartan,"0.101","0.101",1,1
"2018-05-08","rhein_ko_l",Candesartan,"0.094","0.094",1,1
"2018-05-09","rhein_ko_l",Candesartan,"0.1","0.1",1,1
"2018-05-10","rhein_ko_l",Candesartan,"0.104","0.104",1,1
"2018-05-11","rhein_ko_l",Candesartan,"0.109","0.109",1,1
"2018-05-12","rhein_ko_l",Candesartan,"0.104","0.104",1,1
"2018-05-13","rhein_ko_l",Candesartan,"0.104","0.104",1,1
"2018-05-14","rhein_ko_l",Candesartan,"0.107","0.107",1,1
"2018-05-15","rhein_ko_l",Candesartan,"0.116","0.116",1,1
"2018-05-16","rhein_ko_l",Candesartan,"0.142","0.142",1,1
"2018-05-17","rhein_ko_l",Candesartan,"0.102","0.102",1,1
"2018-05-18","rhein_ko_l",Candesartan,"0.1","0.1",1,1
"2018-05-19","rhein_ko_l",Candesartan,"0.098","0.098",1,1
"2018-05-20","rhein_ko_l",Candesartan,"0.093","0.093",1,1
"2018-05-21","rhein_ko_l",Candesartan,"0.095","0.095",1,1
"2018-05-22","rhein_ko_l",Candesartan,"0.102","0.102",1,1
"2018-05-23","rhein_ko_l",Candesartan,"0.098","0.098",1,1
"2018-05-24","rhein_ko_l",Candesartan,"0.102","0.102",1,1
"2018-05-25","rhein_ko_l",Candesartan,"0.111","0.111",1,1
"2018-05-26","rhein_ko_l",Candesartan,"0.106","0.106",1,1
"2018-05-27","rhein_ko_l",Candesartan,"0.096","0.096",1,1
"2018-05-28","rhein_ko_l",Candesartan,"0.096","0.096",1,1
"2018-05-29","rhein_ko_l",Candesartan,"0.093","0.093",1,1
"2018-05-30","rhein_ko_l",Candesartan,"0.101","0.101",1,1
"2018-05-31","rhein_ko_l",Candesartan,"0.098","0.098",1,1
"2018-06-01","rhein_ko_l",Candesartan,"0.089","0.089",1,1
"2018-06-02","rhein_ko_l",Candesartan,"0.097","0.097",1,1
"2018-06-03","rhein_ko_l",Candesartan,"0.116","0.116",1,1
"2018-06-04","rhein_ko_l",Candesartan,"0.094","0.094",1,1
"2018-06-05","rhein_ko_l",Candesartan,"0.094","0.094",1,1
"2018-06-06","rhein_ko_l",Candesartan,"0.084","0.084",1,1
"2018-06-07","rhein_ko_l",Candesartan,"0.089","0.089",1,1
"2018-06-08","rhein_ko_l",Candesartan,"0.079","0.079",1,1
"2018-06-09","rhein_ko_l",Candesartan,"0.095","0.095",1,1
"2018-06-10","rhein_ko_l",Candesartan,"0.109","0.109",1,1
"2018-06-11","rhein_ko_l",Candesartan,"0.114","0.114",1,1
"2018-06-12","rhein_ko_l",Candesartan,"0.099","0.099",1,1
"2018-06-13","rhein_ko_l",Candesartan,"0.115","0.115",1,1
"2018-06-14","rhein_ko_l",Candesartan,"0.105","0.105",1,1
"2018-06-15","rhein_ko_l",Candesartan,"0.106","0.106",1,1
"2018-06-16","rhein_ko_l",Candesartan,"0.073","0.073",1,1
"2018-06-17","rhein_ko_l",Candesartan,"0.078","0.078",1,1
"2018-06-18","rhein_ko_l",Candesartan,"0.068","0.068",1,1
"2018-06-19","rhein_ko_l",Candesartan,"0.081","0.081",1,1
"2018-06-20","rhein_ko_l",Candesartan,"0.079","0.079",1,1
"2018-06-21","rhein_ko_l",Candesartan,"0.087","0.087",1,1
"2018-06-22","rhein_ko_l",Candesartan,"0.071","0.071",1,1
"2018-06-23","rhein_ko_l",Candesartan,"0.075","0.075",1,1
"2018-06-24","rhein_ko_l",Candesartan,"0.082","0.082",1,1
"2018-06-25","rhein_ko_l",Candesartan,"0.079","0.079",1,1
"2018-06-26","rhein_ko_l",Candesartan,"0.064","0.064",1,1
"2018-06-27","rhein_ko_l",Candesartan,"0.044","0.044",1,1
"2018-06-28","rhein_ko_l",Candesartan,"0.056","0.056",1,1
"2018-06-29","rhein_ko_l",Candesartan,"0.052","0.052",1,1
"2018-06-30","rhein_ko_l",Candesartan,"0.071","0.071",1,1
"2018-07-02","rhein_ko_l",Candesartan,"0.066","0.066",1,1
"2018-07-03","rhein_ko_l",Candesartan,"0.061","0.061",1,1
"2018-07-04","rhein_ko_l",Candesartan,"0.067","0.067",1,1
"2018-07-05","rhein_ko_l",Candesartan,"0.103","0.103",1,1
"2018-07-06","rhein_ko_l",Candesartan,"0.071","0.071",1,1
"2018-07-07","rhein_ko_l",Candesartan,"0.067","0.067",1,1
"2018-07-08","rhein_ko_l",Candesartan,"0.075","0.075",1,1
"2018-07-09","rhein_ko_l",Candesartan,"0.076","0.076",1,1
"2018-07-10","rhein_ko_l",Candesartan,"0.064","0.064",1,1
"2018-07-11","rhein_ko_l",Candesartan,"0.075","0.075",1,1
"2018-07-12","rhein_ko_l",Candesartan,"0.064","0.064",1,1
"2018-07-13","rhein_ko_l",Candesartan,"0.323","0.323",1,1
"2018-07-14","rhein_ko_l",Candesartan,"0.071","0.071",1,1
"2018-07-15","rhein_ko_l",Candesartan,"0.077","0.077",1,1
"2018-07-16","rhein_ko_l",Candesartan,"0.096","0.096",1,1
"2018-07-17","rhein_ko_l",Candesartan,"0.094","0.094",1,1
"2018-07-18","rhein_ko_l",Candesartan,"0.102","0.102",1,1
"2018-07-19","rhein_ko_l",Candesartan,"0.093","0.093",1,1
"2018-07-20","rhein_ko_l",Candesartan,"0.069","0.069",1,1
"2018-07-21","rhein_ko_l",Candesartan,"0.097","0.097",1,1
"2018-07-22","rhein_ko_l",Candesartan,"0.089","0.089",1,1
"2018-07-23","rhein_ko_l",Candesartan,"0.13","0.13",1,1
"2018-07-24","rhein_ko_l",Candesartan,"0.09","0.09",1,1
"2018-07-25","rhein_ko_l",Candesartan,"0.073","0.073",1,1
"2018-07-26","rhein_ko_l",Candesartan,"0.067","0.067",1,1
"2018-07-27","rhein_ko_l",Candesartan,"0.115","0.115",1,1
"2018-07-28","rhein_ko_l",Candesartan,"0.091","0.091",1,1
"2018-07-29","rhein_ko_l",Candesartan,"0.119","0.119",1,1
"2018-07-30","rhein_ko_l",Candesartan,"0.092","0.092",1,1
"2018-07-31","rhein_ko_l",Candesartan,"0.071","0.071",1,1
"2018-08-01","rhein_ko_l",Candesartan,"0.136","0.136",1,1
"2018-08-02","rhein_ko_l",Candesartan,"0.087","0.087",1,1
"2018-08-03","rhein_ko_l",Candesartan,"0.087","0.087",1,1
"2018-08-07","rhein_ko_l",Candesartan,"0.039","0.039",1,1
"2018-08-08","rhein_ko_l",Candesartan,"0.034","0.034",1,1
"2018-08-09","rhein_ko_l",Candesartan,"0.058","0.058",1,1
"2018-08-10","rhein_ko_l",Candesartan,"0.065","0.065",1,1
"2018-08-11","rhein_ko_l",Candesartan,"0.066","0.066",1,1
"2018-08-12","rhein_ko_l",Candesartan,"0.063","0.063",1,1
"2018-08-13","rhein_ko_l",Candesartan,"0.064","0.064",1,1
"2018-08-14","rhein_ko_l",Candesartan,"0.117","0.117",1,1
"2018-08-15","rhein_ko_l",Candesartan,"0.068","0.068",1,1
"2018-08-16","rhein_ko_l",Candesartan,"0.033","0.033",1,1
"2018-08-17","rhein_ko_l",Candesartan,"0.044","0.044",1,1
"2018-08-18","rhein_ko_l",Candesartan,"0.059","0.059",1,1
"2018-08-19","rhein_ko_l",Candesartan,"0.061","0.061",1,1
"2018-08-20","rhein_ko_l",Candesartan,"0.051","0.051",1,1
"2018-08-21","rhein_ko_l",Candesartan,"0.068","0.068",1,1
"2018-08-22","rhein_ko_l",Candesartan,"0.096","0.096",1,1
"2018-08-23","rhein_ko_l",Candesartan,"0.082","0.082",1,1
"2018-08-24","rhein_ko_l",Candesartan,"0.114","0.114",1,1
"2018-08-25","rhein_ko_l",Candesartan,"0.075","0.075",1,1
"2018-08-26","rhein_ko_l",Candesartan,"0.086","0.086",1,1
"2018-08-27","rhein_ko_l",Candesartan,"0.075","0.075",1,1
"2018-08-28","rhein_ko_l",Candesartan,"0.11","0.11",1,1
"2018-08-29","rhein_ko_l",Candesartan,"0.139","0.139",1,1
"2018-08-30","rhein_ko_l",Candesartan,"0.162","0.162",1,1
"2018-08-31","rhein_ko_l",Candesartan,"0.076","0.076",1,1
"2018-09-01","rhein_ko_l",Candesartan,"0.044","0.044",1,1
"2018-09-02","rhein_ko_l",Candesartan,"0.106","0.106",1,1
"2018-09-03","rhein_ko_l",Candesartan,"0.063","0.063",1,1
"2018-09-04","rhein_ko_l",Candesartan,"0.071","0.071",1,1
"2018-09-19","rhein_ko_l",Candesartan,"0.104","0.104",1,1
"2018-09-20","rhein_ko_l",Candesartan,"0.13","0.13",1,1
"2018-09-21","rhein_ko_l",Candesartan,"0.078","0.078",1,1
"2018-09-23","rhein_ko_l",Candesartan,"0.079","0.079",1,1
"2018-09-24","rhein_ko_l",Candesartan,"0.115","0.115",1,1
"2018-09-25","rhein_ko_l",Candesartan,"0.22","0.22",1,1
"2018-09-26","rhein_ko_l",Candesartan,"0.229","0.229",1,1
"2018-09-27","rhein_ko_l",Candesartan,"0.198","0.198",1,1
"2018-09-28","rhein_ko_l",Candesartan,"0.133","0.133",1,1
"2018-09-29","rhein_ko_l",Candesartan,"0.14","0.14",1,1
"2018-09-30","rhein_ko_l",Candesartan,"0.129","0.129",1,1
"2018-10-01","rhein_ko_l",Candesartan,"0.126","0.126",1,1
"2018-10-02","rhein_ko_l",Candesartan,"0.171","0.171",1,1
"2018-10-03","rhein_ko_l",Candesartan,"0.131","0.131",1,1
"2018-10-04","rhein_ko_l",Candesartan,"0.145","0.145",1,1
"2018-10-05","rhein_ko_l",Candesartan,"0.116","0.116",1,1
"2018-10-06","rhein_ko_l",Candesartan,"0.139","0.139",1,1
"2018-10-07","rhein_ko_l",Candesartan,"0.138","0.138",1,1
"2018-10-08","rhein_ko_l",Candesartan,"0.157","0.157",1,1
"2018-10-09","rhein_ko_l",Candesartan,"0.138","0.138",1,1
"2018-10-10","rhein_ko_l",Candesartan,"0.14","0.14",1,1
"2018-10-11","rhein_ko_l",Candesartan,"0.141","0.141",1,1
"2018-10-12","rhein_ko_l",Candesartan,"0.148","0.148",1,1
"2018-10-13","rhein_ko_l",Candesartan,"0.14","0.14",1,1
"2018-10-14","rhein_ko_l",Candesartan,"0.138","0.138",1,1
"2018-10-15","rhein_ko_l",Candesartan,"0.159","0.159",1,1
"2018-10-16","rhein_ko_l",Candesartan,"0.183","0.183",1,1
"2018-10-17","rhein_ko_l",Candesartan,"0.182","0.182",1,1
"2018-10-18","rhein_ko_l",Candesartan,"0.21","0.21",1,1
"2018-10-19","rhein_ko_l",Candesartan,"0.151","0.151",1,1
"2018-10-20","rhein_ko_l",Candesartan,"0.215","0.215",1,1
"2018-10-21","rhein_ko_l",Candesartan,"0.176","0.176",1,1
"2018-10-22","rhein_ko_l",Candesartan,"0.155","0.155",1,1
"2018-10-23","rhein_ko_l",Candesartan,"0.156","0.156",1,1
"2018-10-24","rhein_ko_l",Candesartan,"0.198","0.198",1,1
"2018-10-25","rhein_ko_l",Candesartan,"0.176","0.176",1,1
"2018-10-26","rhein_ko_l",Candesartan,"0.196","0.196",1,1
"2018-10-27","rhein_ko_l",Candesartan,"0.214","0.214",1,1
"2018-10-28","rhein_ko_l",Candesartan,"0.212","0.212",1,1
"2018-10-29","rhein_ko_l",Candesartan,"0.164","0.164",1,1
"2018-10-30","rhein_ko_l",Candesartan,"0.261","0.261",1,1
"2018-10-31","rhein_ko_l",Candesartan,"0.29","0.29",1,1
"2018-11-01","rhein_ko_l",Candesartan,"0.212","0.212",1,1
"2018-11-02","rhein_ko_l",Candesartan,"0.179","0.179",1,1
"2018-11-03","rhein_ko_l",Candesartan,"0.171","0.171",1,1
"2018-11-04","rhein_ko_l",Candesartan,"0.198","0.198",1,1
"2018-11-05","rhein_ko_l",Candesartan,"0.2","0.2",1,1
"2018-11-06","rhein_ko_l",Candesartan,"0.204","0.204",1,1
"2018-11-08","rhein_ko_l",Candesartan,"0.244","0.244",1,1
"2018-11-09","rhein_ko_l",Candesartan,"0.244","0.244",1,1
"2018-11-10","rhein_ko_l",Candesartan,"0.208","0.208",1,1
"2018-11-11","rhein_ko_l",Candesartan,"0.265","0.265",1,1
"2018-11-12","rhein_ko_l",Candesartan,"0.251","0.251",1,1
"2018-11-13","rhein_ko_l",Candesartan,"0.243","0.243",1,1
"2018-11-14","rhein_ko_l",Candesartan,"0.271","0.271",1,1
"2018-11-15","rhein_ko_l",Candesartan,"0.287","0.287",1,1
"2018-11-16","rhein_ko_l",Candesartan,"0.23","0.23",1,1
"2018-11-17","rhein_ko_l",Candesartan,"0.319","0.319",1,1
"2018-11-18","rhein_ko_l",Candesartan,"0.218","0.218",1,1
"2018-11-20","rhein_ko_l",Candesartan,"0.259","0.259",1,1
"2018-11-21","rhein_ko_l",Candesartan,"0.257","0.257",1,1
"2018-11-22","rhein_ko_l",Candesartan,"0.243","0.243",1,1
"2018-11-23","rhein_ko_l",Candesartan,"0.253","0.253",1,1
"2018-11-24","rhein_ko_l",Candesartan,"0.276","0.276",1,1
"2018-11-25","rhein_ko_l",Candesartan,"0.265","0.265",1,1
"2018-11-26","rhein_ko_l",Candesartan,"0.313","0.313",1,1
"2018-11-27","rhein_ko_l",Candesartan,"0.256","0.256",1,1
"2018-11-28","rhein_ko_l",Candesartan,"0.288","0.288",1,1
"2018-11-29","rhein_ko_l",Candesartan,"0.261","0.261",1,1
"2018-11-30","rhein_ko_l",Candesartan,"0.244","0.244",1,1
"2018-12-01","rhein_ko_l",Candesartan,"0.414","0.414",1,1
"2018-12-02","rhein_ko_l",Candesartan,"0.23","0.23",1,1
"2018-12-03","rhein_ko_l",Candesartan,"0.272","0.272",1,1
"2018-12-04","rhein_ko_l",Candesartan,"0.301","0.301",1,1
"2018-12-05","rhein_ko_l",Candesartan,"0.342","0.342",1,1
"2018-12-06","rhein_ko_l",Candesartan,"0.284","0.284",1,1
"2018-12-07","rhein_ko_l",Candesartan,"0.225","0.225",1,1
"2018-12-08","rhein_ko_l",Candesartan,"0.192","0.192",1,1
"2018-12-09","rhein_ko_l",Candesartan,"0.197","0.197",1,1
"2018-12-10","rhein_ko_l",Candesartan,"0.183","0.183",1,1
"2018-12-12","rhein_ko_l",Candesartan,"0.197","0.197",1,1
"2018-12-13","rhein_ko_l",Candesartan,"0.177","0.177",1,1
"2018-12-14","rhein_ko_l",Candesartan,"0.156","0.156",1,1
"2018-12-15","rhein_ko_l",Candesartan,"0.148","0.148",1,1
"2018-12-16","rhein_ko_l",Candesartan,"0.145","0.145",1,1
"2018-12-17","rhein_ko_l",Candesartan,"0.168","0.168",1,1
"2018-12-18","rhein_ko_l",Candesartan,"0.16","0.16",1,1
"2018-12-19","rhein_ko_l",Candesartan,"0.151","0.151",1,1
"2018-12-20","rhein_ko_l",Candesartan,"0.169","0.169",1,1
"2018-12-21","rhein_ko_l",Candesartan,"0.156","0.156",1,1
"2018-12-22","rhein_ko_l",Candesartan,"0.19","0.19",1,1
"2018-12-23","rhein_ko_l",Candesartan,"0.194","0.194",1,1
"2018-12-24","rhein_ko_l",Candesartan,"0.208","0.208",1,1
"2018-12-25","rhein_ko_l",Candesartan,"0.204","0.204",1,1
"2018-12-26","rhein_ko_l",Candesartan,"0.179","0.179",1,1
"2018-12-27","rhein_ko_l",Candesartan,"0.106","0.106",1,1
"2018-12-28","rhein_ko_l",Candesartan,"0.086","0.086",1,1
"2018-12-29","rhein_ko_l",Candesartan,"0.082","0.082",1,1
"2018-12-30","rhein_ko_l",Candesartan,"0.077","0.077",1,1
"2018-12-31","rhein_ko_l",Candesartan,"0.09","0.09",1,1
"2019-01-01","rhein_ko_l",Candesartan,"0.103","0.103",1,1
"2019-01-02","rhein_ko_l",Candesartan,"0.124","0.124",1,1
"2019-01-03","rhein_ko_l",Candesartan,"0.111","0.111",1,1
"2019-01-04","rhein_ko_l",Candesartan,"0.113","0.113",1,1
"2019-01-05","rhein_ko_l",Candesartan,"0.13","0.13",1,1
"2019-01-06","rhein_ko_l",Candesartan,"0.131","0.131",1,1
"2019-01-07","rhein_ko_l",Candesartan,"0.165","0.165",1,1
"2019-01-08","rhein_ko_l",Candesartan,"0.167","0.167",1,1
"2019-01-09","rhein_ko_l",Candesartan,"0.194","0.194",1,1
"2019-01-10","rhein_ko_l",Candesartan,"0.171","0.171",1,1
"2019-01-11","rhein_ko_l",Candesartan,"0.171","0.171",1,1
"2019-01-12","rhein_ko_l",Candesartan,"0.145","0.145",1,1
"2019-01-13","rhein_ko_l",Candesartan,"0.151","0.151",1,1
"2019-01-14","rhein_ko_l",Candesartan,"0.17","0.17",1,1
"2019-01-15","rhein_ko_l",Candesartan,"0.151","0.151",1,1
"2019-01-16","rhein_ko_l",Candesartan,"0.103","0.103",1,1
"2019-01-17","rhein_ko_l",Candesartan,"0.09","0.09",1,1
"2019-01-18","rhein_ko_l",Candesartan,"0.08","0.08",1,1
"2019-01-19","rhein_ko_l",Candesartan,"0.102","0.102",1,1
"2019-01-20","rhein_ko_l",Candesartan,"0.094","0.094",1,1
"2019-01-21","rhein_ko_l",Candesartan,"0.089","0.089",1,1
"2019-01-22","rhein_ko_l",Candesartan,"0.106","0.106",1,1
"2019-01-23","rhein_ko_l",Candesartan,"0.09","0.09",1,1
"2019-01-24","rhein_ko_l",Candesartan,"0.102","0.102",1,1
"2019-01-25","rhein_ko_l",Candesartan,"0.107","0.107",1,1
"2019-01-26","rhein_ko_l",Candesartan,"0.116","0.116",1,1
"2019-01-27","rhein_ko_l",Candesartan,"0.113","0.113",1,1
"2019-01-28","rhein_ko_l",Candesartan,"0.131","0.131",1,1
"2019-01-29","rhein_ko_l",Candesartan,"0.129","0.129",1,1
"2019-02-01","rhein_ko_l",Candesartan,"0.137","0.137",1,1
"2019-02-02","rhein_ko_l",Candesartan,"0.139","0.139",1,1
"2019-02-03","rhein_ko_l",Candesartan,"0.154","0.154",1,1
"2019-02-04","rhein_ko_l",Candesartan,"0.143","0.143",1,1
"2019-02-05","rhein_ko_l",Candesartan,"0.164","0.164",1,1
"2019-02-06","rhein_ko_l",Candesartan,"0.134","0.134",1,1
"2019-02-07","rhein_ko_l",Candesartan,"0.156","0.156",1,1
"2019-02-08","rhein_ko_l",Candesartan,"0.123","0.123",1,1
"2019-02-09","rhein_ko_l",Candesartan,"0.137","0.137",1,1
"2019-02-10","rhein_ko_l",Candesartan,"0.145","0.145",1,1
"2019-02-11","rhein_ko_l",Candesartan,"0.151","0.151",1,1
"2019-02-12","rhein_ko_l",Candesartan,"0.157","0.157",1,1
"2019-02-13","rhein_ko_l",Candesartan,"0.158","0.158",1,1
"2019-02-14","rhein_ko_l",Candesartan,"0.139","0.139",1,1
"2019-02-15","rhein_ko_l",Candesartan,"0.152","0.152",1,1
"2019-02-16","rhein_ko_l",Candesartan,"0.127","0.127",1,1
"2019-02-17","rhein_ko_l",Candesartan,"0.129","0.129",1,1
"2019-02-18","rhein_ko_l",Candesartan,"0.138","0.138",1,1
"2019-02-19","rhein_ko_l",Candesartan,"0.135","0.135",1,1
"2019-02-20","rhein_ko_l",Candesartan,"0.116","0.116",1,1
"2019-02-21","rhein_ko_l",Candesartan,"0.126","0.126",1,1
"2019-02-22","rhein_ko_l",Candesartan,"0.138","0.138",1,1
"2019-02-23","rhein_ko_l",Candesartan,"0.131","0.131",1,1
"2019-02-24","rhein_ko_l",Candesartan,"0.116","0.116",1,1
"2019-03-01","rhein_ko_l",Candesartan,"0.12","0.12",1,1
"2019-03-02","rhein_ko_l",Candesartan,"0.116","0.116",1,1
"2019-03-05","rhein_ko_l",Candesartan,"0.326","0.326",1,1
"2019-03-06","rhein_ko_l",Candesartan,"0.119","0.119",1,1
"2019-03-07","rhein_ko_l",Candesartan,"0.122","0.122",1,1
"2019-03-08","rhein_ko_l",Candesartan,"0.126","0.126",1,1
"2019-03-09","rhein_ko_l",Candesartan,"0.121","0.121",1,1
"2019-03-10","rhein_ko_l",Candesartan,"0.196","0.196",1,1
"2019-03-11","rhein_ko_l",Candesartan,"0.113","0.113",1,1
"2019-03-12","rhein_ko_l",Candesartan,"0.119","0.119",1,1
"2019-03-13","rhein_ko_l",Candesartan,"0.111","0.111",1,1
"2019-03-14","rhein_ko_l",Candesartan,"0.1","0.1",1,1
"2019-03-15","rhein_ko_l",Candesartan,"0.101","0.101",1,1
"2019-03-16","rhein_ko_l",Candesartan,"0.108","0.108",1,1
"2019-03-17","rhein_ko_l",Candesartan,"0.108","0.108",1,1
"2019-03-18","rhein_ko_l",Candesartan,"0.077","0.077",1,1
"2019-03-19","rhein_ko_l",Candesartan,"0.069","0.069",1,1
"2019-03-20","rhein_ko_l",Candesartan,"0.06","0.06",1,1
"2019-03-21","rhein_ko_l",Candesartan,"0.055","0.055",1,1
"2019-03-22","rhein_ko_l",Candesartan,"0.064","0.064",1,1
"2019-03-23","rhein_ko_l",Candesartan,"0.061","0.061",1,1
"2019-03-24","rhein_ko_l",Candesartan,"0.058","0.058",1,1
"2019-03-25","rhein_ko_l",Candesartan,"0.066","0.066",1,1
"2019-03-26","rhein_ko_l",Candesartan,"0.068","0.068",1,1
"2019-03-27","rhein_ko_l",Candesartan,"0.103","0.103",1,1
"2019-03-28","rhein_ko_l",Candesartan,"0.083","0.083",1,1
"2019-03-29","rhein_ko_l",Candesartan,"0.084","0.084",1,1
"2019-03-30","rhein_ko_l",Candesartan,"0.083","0.083",1,1
"2019-03-31","rhein_ko_l",Candesartan,"0.08","0.08",1,1
"2019-04-01","rhein_ko_l",Candesartan,"0.092","0.092",1,1
"2019-04-02","rhein_ko_l",Candesartan,"0.092","0.092",1,1
"2019-04-03","rhein_ko_l",Candesartan,"0.097","0.097",1,1
"2019-04-04","rhein_ko_l",Candesartan,"0.11","0.11",1,1
"2019-04-05","rhein_ko_l",Candesartan,"0.112","0.112",1,1
"2019-04-06","rhein_ko_l",Candesartan,"0.112","0.112",1,1
"2019-04-07","rhein_ko_l",Candesartan,"0.093","0.093",1,1
"2019-04-08","rhein_ko_l",Candesartan,"0.094","0.094",1,1
"2019-04-09","rhein_ko_l",Candesartan,"0.097","0.097",1,1
"2019-04-10","rhein_ko_l",Candesartan,"0.095","0.095",1,1
"2019-04-11","rhein_ko_l",Candesartan,"0.11","0.11",1,1
"2019-04-12","rhein_ko_l",Candesartan,"0.105","0.105",1,1
"2019-04-13","rhein_ko_l",Candesartan,"0.1","0.1",1,1
"2019-04-14","rhein_ko_l",Candesartan,"0.098","0.098",1,1
"2019-04-15","rhein_ko_l",Candesartan,"0.099","0.099",1,1
"2019-04-16","rhein_ko_l",Candesartan,"0.104","0.104",1,1
"2019-04-17","rhein_ko_l",Candesartan,"0.103","0.103",1,1
"2019-04-18","rhein_ko_l",Candesartan,"0.115","0.115",1,1
"2019-04-19","rhein_ko_l",Candesartan,"0.107","0.107",1,1
"2019-04-20","rhein_ko_l",Candesartan,"0.1","0.1",1,1
"2019-04-21","rhein_ko_l",Candesartan,"0.103","0.103",1,1
"2019-04-22","rhein_ko_l",Candesartan,"0.11","0.11",1,1
"2019-04-23","rhein_ko_l",Candesartan,"0.12","0.12",1,1
"2019-04-24","rhein_ko_l",Candesartan,"0.113","0.113",1,1
"2019-04-25","rhein_ko_l",Candesartan,"0.117","0.117",1,1
"2019-04-26","rhein_ko_l",Candesartan,"0.133","0.133",1,1
"2019-04-27","rhein_ko_l",Candesartan,"0.147","0.147",1,1
"2019-04-28","rhein_ko_l",Candesartan,"0.12","0.12",1,1
"2019-04-29","rhein_ko_l",Candesartan,"0.121","0.121",1,1
"2019-04-30","rhein_ko_l",Candesartan,"0.114","0.114",1,1
"2019-05-01","rhein_ko_l",Candesartan,"0.105","0.105",1,1
"2019-05-02","rhein_ko_l",Candesartan,"0.107","0.107",1,1
"2019-05-03","rhein_ko_l",Candesartan,"0.103","0.103",1,1
"2019-05-04","rhein_ko_l",Candesartan,"0.099","0.099",1,1
"2019-05-05","rhein_ko_l",Candesartan,"0.108","0.108",1,1
"2019-05-06","rhein_ko_l",Candesartan,"0.118","0.118",1,1
"2019-05-07","rhein_ko_l",Candesartan,"0.11","0.11",1,1
"2019-05-08","rhein_ko_l",Candesartan,"0.108","0.108",1,1
"2019-05-09","rhein_ko_l",Candesartan,"0.105","0.105",1,1
"2019-05-10","rhein_ko_l",Candesartan,"0.116","0.116",1,1
"2019-05-11","rhein_ko_l",Candesartan,"0.135","0.135",1,1
"2019-05-12","rhein_ko_l",Candesartan,"0.112","0.112",1,1
"2019-05-13","rhein_ko_l",Candesartan,"0.101","0.101",1,1
"2019-05-14","rhein_ko_l",Candesartan,"0.107","0.107",1,1
"2019-05-15","rhein_ko_l",Candesartan,"0.101","0.101",1,1
"2019-05-16","rhein_ko_l",Candesartan,"0.088","0.088",1,1
"2019-05-17","rhein_ko_l",Candesartan,"0.091","0.091",1,1
"2019-05-18","rhein_ko_l",Candesartan,"0.091","0.091",1,1
"2019-05-19","rhein_ko_l",Candesartan,"0.098","0.098",1,1
"2019-05-20","rhein_ko_l",Candesartan,"0.108","0.108",1,1
"2019-05-21","rhein_ko_l",Candesartan,"0.114","0.114",1,1
"2019-05-22","rhein_ko_l",Candesartan,"0.139","0.139",1,1
"2019-05-23","rhein_ko_l",Candesartan,"0.156","0.156",1,1
"2019-05-24","rhein_ko_l",Candesartan,"0.088","0.088",1,1
"2019-05-25","rhein_ko_l",Candesartan,"0.065","0.065",1,1
"2019-05-26","rhein_ko_l",Candesartan,"0.056","0.056",1,1
"2019-05-27","rhein_ko_l",Candesartan,"0.064","0.064",1,1
"2019-05-28","rhein_ko_l",Candesartan,"0.058","0.058",1,1
"2019-05-29","rhein_ko_l",Candesartan,"0.062","0.062",1,1
"2019-05-30","rhein_ko_l",Candesartan,"0.068","0.068",1,1
"2019-05-31","rhein_ko_l",Candesartan,"0.065","0.065",1,1
"2019-06-01","rhein_ko_l",Candesartan,"0.066","0.066",1,1
"2019-06-02","rhein_ko_l",Candesartan,"0.064","0.064",1,1
"2019-06-03","rhein_ko_l",Candesartan,"0.059","0.059",1,1
"2019-06-04","rhein_ko_l",Candesartan,"0.07","0.07",1,1
"2019-06-05","rhein_ko_l",Candesartan,"0.069","0.069",1,1
"2019-06-06","rhein_ko_l",Candesartan,"0.075","0.075",1,1
"2019-06-07","rhein_ko_l",Candesartan,"0.074","0.074",1,1
"2019-06-08","rhein_ko_l",Candesartan,"0.072","0.072",1,1
"2019-06-09","rhein_ko_l",Candesartan,"0.072","0.072",1,1
"2019-06-10","rhein_ko_l",Candesartan,"0.06","0.06",1,1
"2019-06-11","rhein_ko_l",Candesartan,"0.066","0.066",1,1
"2019-06-12","rhein_ko_l",Candesartan,"0.074","0.074",1,1
"2019-06-13","rhein_ko_l",Candesartan,"0.085","0.085",1,1
"2019-06-14","rhein_ko_l",Candesartan,"0.075","0.075",1,1
"2019-06-15","rhein_ko_l",Candesartan,"0.057","0.057",1,1
"2019-06-16","rhein_ko_l",Candesartan,"0.062","0.062",1,1
"2019-06-17","rhein_ko_l",Candesartan,"0.055","0.055",1,1
"2019-06-18","rhein_ko_l",Candesartan,"0.063","0.063",1,1
"2019-06-19","rhein_ko_l",Candesartan,"0.055","0.055",1,1
"2019-06-20","rhein_ko_l",Candesartan,"0.058","0.058",1,1
"2019-06-21","rhein_ko_l",Candesartan,"0.064","0.064",1,1
